#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2015.1.00137.S    4    1    1                   z12_122      0.133932      0.534261      0.447151      -75.8524       872.697   150.6535600     1.9223300   150.6535717     1.9223183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_122_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_123      0.136131      0.536185      0.446918      -75.3276       872.697   150.4128100     1.8515700   150.4128217     1.8515583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_123_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_124      0.134665       0.53584      0.447759      -74.5564       872.697   150.2360200     2.1453200   150.2360317     2.1453083    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_124_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_125       0.13209      0.539849      0.446751      -74.3943       872.697   149.9306200     2.0076400   149.9306317     2.0076283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_125_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_126      0.128747      0.539031      0.446305      -75.0028       872.697   150.2785300     1.8771000   150.2785417     1.8770883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_126_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_127      0.138849      0.541155      0.447801      -73.2961       872.697   149.8999600     2.6571600   149.8999717     2.6571483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_127_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_128      0.130734      0.543284      0.447665      -72.7393       872.697   149.5596800     2.3325700   149.5596917     2.3325583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_128_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_129      0.131225      0.543273      0.448072       -72.647       872.697   150.2727800     2.7823300   150.2727917     2.7823183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_129_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_130      0.134387      0.542764      0.448109      -72.9971       872.697   150.4390700     2.4840600   150.4390817     2.4840483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_130_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_131      0.134191      0.543469      0.445739      -73.5643       872.697   150.2549700     1.8576100   150.2549817     1.8575983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_131_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_132      0.135122      0.543498      0.447148       -73.186       872.697   150.5544300     2.4218100   150.5544417     2.4217983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_132_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_133      0.135442      0.544128      0.447934      -72.5701       872.697   150.4798300     2.6282000   150.4798417     2.6281883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_133_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_134      0.131529      0.544777      0.447738      -72.8125       872.697   150.4188500     2.4019000   150.4188617     2.4018883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_134_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_135      0.134617      0.545157      0.447354      -72.5835       872.697   150.5959600     2.3360700   150.5959717     2.3360583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_135_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_136      0.136278      0.545774      0.448399      -72.2413       872.697   150.1690800     2.6547400   150.1690917     2.6547283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_136_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_137      0.129788      0.548053      0.445159      -72.4338       872.697   149.8636300     1.9499700   149.8636417     1.9499583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_137_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_138      0.146415       0.54748      0.446224      -71.1207       872.697   149.9638100     2.8802400   149.9638217     2.8802283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_138_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_139      0.131514      0.552712      0.445368      -71.9446       872.697   149.5298800     1.7857700   149.5298917     1.7857583    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_139_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_140      0.134197      0.546796      0.446275      -72.0162       872.697   150.5482900     2.5325600   150.5483017     2.5325483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_140_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_141      0.136186      0.549249      0.445772      -71.5667       872.697   150.1475700     2.5921800   150.1475817     2.5921683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_141_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_142      0.138398      0.551518      0.442373      -72.6519       872.697   150.1114500     1.7375100   150.1114617     1.7374983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_142_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_143      0.139882      0.551011      0.444355      -71.1108       872.697   150.0629000     2.5741100   150.0629117     2.5740983    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_143_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_144       0.13368      0.551258      0.445179      -72.1304       872.697   149.8340100     2.4194000   149.8340217     2.4193883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_144_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_145      0.134031      0.554791       0.44416      -71.1646       872.697   149.8053000     2.6589300   149.8053117     2.6589183    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_145_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_146      0.136502      0.554247      0.443589      -71.9064       872.697   150.3220200     2.2768600   150.3220317     2.2768483    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_146_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_147      0.137659      0.555697      0.442823      -71.7077       872.697   150.3973200     2.2408800   150.3973317     2.2408683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_147_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_148      0.137848      0.559401      0.442833      -71.8941       872.697   149.7458800     2.1259000   149.7458917     2.1258883    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_148_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_149      0.135239      0.557511      0.441712      -72.6875       872.697   150.3370100     1.7165400   150.3370217     1.7165283    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_149_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    4    1    1                   z12_150      0.139232      0.556963      0.445341      -71.8576       872.697   150.5026600     2.3568800   150.5026717     2.3568683    28.140    28.140       336       336   0.08375   0.08375     2015.1.00137.S_SB4_GB1_MB1_z12_150_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _11820_     0.0918557      0.679647       0.60832       79.9933       1157.28   150.6312500     1.8060389   150.6312653     1.8060236    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__11820__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _13250_     0.0646853      0.679258      0.595928       83.5208       1157.28   150.1765000     1.9552306   150.1765153     1.9552153    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__13250__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _18382_     0.0906725      0.684324       0.61022       72.7074       1157.28   150.3239167     2.4208111   150.3239320     2.4207958    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__18382__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _18911_     0.0933864       0.68351      0.610442       72.8923       1157.28   150.0482083     2.4676694   150.0482236     2.4676542    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__18911__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _21060_     0.0942365      0.686916       0.60882        71.867       1157.28   150.1247500     2.6686194   150.1247653     2.6686042    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__21060__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                    _2612_     0.0959341      0.677722      0.609581       80.7076       1157.28   150.0545417     1.9662611   150.0545570     1.9662458    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__2612__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _26885_     0.0941377      0.685978      0.607737        73.593       1157.28   150.0771250     1.8752694   150.0771403     1.8752542    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__26885__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _26925_     0.0939161      0.682731      0.609108       75.8362       1157.28   150.4635000     1.8833111   150.4635153     1.8832958    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__26925__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _30694_     0.0938861      0.680189      0.612368       75.6984       1157.28   149.6602500     2.4109889   149.6602653     2.4109736    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__30694__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _32303_     0.0947958      0.687893      0.608774       71.2634       1157.28   150.1256667     2.6212806   150.1256820     2.6212653    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__32303__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _35466_     0.0946004      0.686778      0.606808        75.048       1157.28   150.2771667     1.7574500   150.2771820     1.7574347    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__35466__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _35469_     0.0933683      0.681416      0.608231       77.2021       1157.28   150.1766250     1.7595111   150.1766403     1.7594958    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__35469__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36053_     0.0952606      0.679836      0.611247       78.1434       1157.28   149.6856667     1.9198611   149.6856820     1.9198458    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__36053__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36773_      0.091763      0.681547      0.608855       76.3575       1157.28   150.4848333     2.0825611   150.4848486     2.0825458    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__36773__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36945_     0.0946139      0.679536      0.612598       77.6056       1157.28   150.1955000     2.1240389   150.1955153     2.1240236    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__36945__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _37250_      0.091757        0.6773      0.612142       81.5203       1157.28   149.6181250     2.1934611   149.6181403     2.1934458    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__37250__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _37508_     0.0956891      0.689204      0.605864       70.3094       1157.28   150.3895417     2.2558500   150.3895570     2.2558347    38.390    38.390       350       350   0.10969   0.10969     2015.1.00260.S_SB1_GB1_MB1__37508__sci.spw0_1_2_3.cont.I.image.fits
