#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2     image_file
#                                                                     mJy        arcsec        arcsec        degree            um                                                            arcsec    arcsec                                                       
    2013.1.00151.S    1    1    1              _5100530364_     0.0704358       1.44779      0.866961       78.6371        1249.2   150.3153754     1.8858469   150.3153977     1.8858247    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__5100530364__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1              _5100819194_     0.0732507       1.44672      0.868584       78.5548        1249.2   149.7980962     2.1054247   149.7981185     2.1054025    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__5100819194__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1              _5101045554_      0.068951        1.4439      0.870751       78.6099        1249.2   149.8771754     2.2838719   149.8771977     2.2838497    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__5101045554__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1              _5101294292_     0.0685961       1.44253      0.872566       79.1323        1249.2   149.8031254     2.2996553   149.8031477     2.2996331    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__5101294292__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510326090_     0.0680595       1.44303      0.872687       78.9765        1249.2   149.9815754     2.3149997   149.9815977     2.3149775    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510326090__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510583147_     0.0737232       1.44139       0.87139       79.5084        1249.2   150.0435254     1.8687331   150.0435477     1.8687108    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510583147__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510766343_     0.0711046       1.44229      0.870746       79.2352        1249.2   150.1158879     2.1230497   150.1159102     2.1230275    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510766343__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510787346_     0.0701907       1.44135      0.869271       79.3465        1249.2   150.0746754     1.9818442   150.0746977     1.9818219    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510787346__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510793421_     0.0764297       1.44085      0.870359       79.4892        1249.2   149.9744254     2.1118525   149.9744477     2.1118303    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510793421__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510805831_     0.0697109       1.44114      0.870218       79.4802        1249.2   150.0398046     2.0284164   150.0398268     2.0283942    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510805831__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _510832656_     0.0756601       1.44137      0.872288       79.7424        1249.2   149.7326379     2.0147553   149.7326602     2.0147331    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__510832656__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1               _511043167_     0.0766248       1.44128       0.87266       79.7213        1249.2   149.9907754     2.1325192   149.9907977     2.1324969    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__511043167__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1                    _5203_     0.0504475       1.50112      0.830854       73.9912        1249.2   150.4387046     1.7923553   150.4387268     1.7923331    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__5203__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1                   _53460_     0.0681023       1.52172      0.837456       73.4365        1249.2   149.4088671     1.7599692   149.4088893     1.7599469    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__53460__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1                   _64403_     0.0714211       1.51967      0.837211       73.7507        1249.2   149.4476462     1.8951303   149.4476685     1.8951081    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__64403__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1                   _65655_     0.0696469       1.52152      0.835818       73.6516        1249.2   149.8740462     1.9088108   149.8740685     1.9087886    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__65655__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00151.S    1    1    1                   _80756_      0.073029       1.52118      0.835164       73.3388        1249.2   150.5136046     2.1227386   150.5136268     2.1227164    40.800    40.800       256       256   0.15937   0.15937     2013.1.00151.S_SB1_GB1_MB1__80756__sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    1    1    1                    C_1148       0.05136       1.44069       1.32771       64.9908       3105.04   150.0186254     2.2185350   150.0186588     2.2185017   107.279   107.281       448       448   0.23946   0.23947     2013.1.00171.S_SB1_GB1_MB1_C_1148_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    1    1    1                    C_1591     0.0530633       1.45155       1.32322       64.8147       3105.05   150.4279962     2.5586497   150.4280296     2.5586164   107.279   107.281       448       448   0.23946   0.23947     2013.1.00171.S_SB1_GB1_MB1_C_1591_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    1    1    1                      C_92     0.0502349       1.44006       1.33199       63.2067       3105.05   150.2885254     2.3818719   150.2885588     2.3818386   107.279   107.281       448       448   0.23946   0.23947     2013.1.00171.S_SB1_GB1_MB1_C_92_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    1    1    1                    X_2522     0.0536562       1.44278       1.32662       63.7739       3105.04   149.3680379     2.4283914   149.3680713     2.4283581   107.279   107.281       448       448   0.23946   0.23947     2013.1.00171.S_SB1_GB1_MB1_X_2522_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00171.S    1    1    1                    X_5308     0.0541681       1.44425       1.31837       67.8923       3105.04   149.8421213     1.6051442   149.8421546     1.6051108   107.280   107.280       448       448   0.23946   0.23946     2013.1.00171.S_SB1_GB1_MB1_X_5308_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    2    1    1                     C_103      0.020588       1.38753       1.19558      -68.1165       2991.79   150.2899296     2.4548164   150.2899616     2.4547844   102.809   102.811       448       448   0.22948   0.22949     2013.1.00171.S_SB2_GB1_MB1_C_103_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    2    1    1                     C_152     0.0215377       1.38235       1.19916      -68.2329       2991.79   150.1628296     2.6220136   150.1628616     2.6219817   102.809   102.811       448       448   0.22948   0.22949     2013.1.00171.S_SB2_GB1_MB1_C_152_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00171.S    2    1    1                     C_488     0.0206351       1.38429       1.19265      -70.0998       2991.79   150.4459962     2.0435031   150.4460282     2.0434711   102.810   102.810       448       448   0.22949   0.22949     2013.1.00171.S_SB2_GB1_MB1_C_488_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00171.S    2    1    1                      C_97     0.0204209       1.38606       1.19508      -68.7659       2991.79   150.3208296     2.3329553   150.3208616     2.3329233   102.809   102.811       448       448   0.22948   0.22949     2013.1.00171.S_SB2_GB1_MB1_C_97_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  3D-20979      0.103627       1.08321      0.557826       88.3171       872.819   150.0684663     2.3835431   150.0684815     2.3835278    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_3D-20979_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                   3D-5780      0.114693       1.08322      0.557988       88.5178       872.819   150.1825362     2.2358900   150.1825515     2.2358747    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_3D-5780_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC400528      0.117438       1.08342      0.555401        88.371       872.819   149.9482992     1.7386258   149.9483145     1.7386106    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC400528_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC400569      0.113433       1.08305      0.554959        88.232       872.819   150.0287962     1.7411069   150.0288115     1.7410917    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC400569_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC401417      0.109499       1.08612      0.555267       88.8419       872.822   150.4960292     1.7828078   150.4960445     1.7827925    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC401417_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC403027      0.114858       1.08674      0.555944       88.9672       872.822   150.5886950     1.8761989   150.5887103     1.8761836    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC403027_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC404724      0.113161       1.08327      0.556551       88.4144       872.819   149.9172171     1.9744539   149.9172324     1.9744386    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC404724_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00208.S    1    1    1                  zC406690      0.108988       1.08513      0.557146       88.7967       872.819   149.7460963     2.0843031   149.7461115     2.0842878    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC406690_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC407302      0.111455       1.08528      0.556979        88.786       872.819   149.9826962     2.1139408   149.9827115     2.1139256    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC407302_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC407376      0.110384       1.08432      0.557353       88.7342       872.819   150.1874963     2.1180889   150.1875115     2.1180736    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC407376_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC408147      0.108068        1.0869      0.556737       88.9535       872.819   150.1455800     2.1577231   150.1455953     2.1577078    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC408147_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC409035      0.111397       1.08339      0.556737       88.3207       872.819   149.9883229     2.2070000   149.9883382     2.2069847    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC409035_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC409614      0.110984       1.08816      0.556711       89.1582       872.819   149.9950221     2.2398000   149.9950374     2.2397847    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC409614_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC412369      0.105698       1.08355      0.558314       88.6124       872.822   150.4457963     2.3902750   150.4458115     2.3902597    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC412369_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00208.S    1    1    1                  zC412490      0.116116       1.08757      0.557042       88.9474       872.822   150.5323292     2.3968478   150.5323445     2.3968325    28.050    28.050       256       256   0.10957   0.10957     2013.1.00208.S_SB1_GB1_MB1_zC412490_sci.spw0_1_2_3.cont.I.image.fits
*   2013.1.00276.S    1    1    1                 MSDM_80+3     0.0321782        1.3159      0.639301       72.5672       1031.19   150.1267171     2.2874442   150.1267352     2.2874261    33.150    33.150       256       256   0.12949   0.12949     2013.1.00276.S_SB1_GB1_MB1_MSDM_80+3_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00668.S    1    1    1                  zC406690     0.0314108      0.996528      0.625822      -59.9573       2010.68   149.7462462     2.0844414   149.7462657     2.0844219    67.060    67.060       480       480   0.13971   0.13971     2013.1.00668.S_SB1_GB1_MB1_zC406690_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00668.S    2    1    1                  zC406690      0.022707       1.52488      0.730181       77.6421        1151.4   149.7462462     2.0844414   149.7462671     2.0844206    37.350    37.350       250       250   0.14940   0.14940     2013.1.00668.S_SB2_GB1_MB1_zC406690_sci.spw0_1_2_3.cont.I.image.fits
*   2013.1.00815.S    1    1    1                     WMH13     0.0175089       1.00102      0.735977      -80.5006       1137.38   149.9855796     2.2075247   149.9856004     2.2075039    37.350    37.350       250       250   0.14940   0.14940     2013.1.00815.S_SB1_GB1_MB1_WMH13_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN10      0.209203       1.25314      0.573322      -79.0638       872.814   150.2141546     2.4750136   150.2141699     2.4749983    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN10_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN11      0.208975       1.26046      0.573271      -78.8257       872.814   150.1917963     2.5439081   150.1918115     2.5438928    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN11_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN12      0.215377       1.26343      0.572219      -78.7966       872.814   150.2053171     2.5029219   150.2053324     2.5029067    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN12_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN13      0.221614       1.27733      0.567759      -78.9691       872.814   150.0646671     2.1909747   150.0646824     2.1909594    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN13_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN14      0.206093       1.27095      0.568822      -78.7893       872.814   150.2355046     2.3617608   150.2355199     2.3617456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN14_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN15      0.211361       1.27869      0.568007      -78.6929       872.814   150.2721379     2.2300942   150.2721532     2.2300789    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN15_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN16      0.214056        1.2815      0.567073      -78.6588       872.814   150.3268879     2.0941442   150.3269032     2.0941289    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN16_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN17      0.207348       1.27832      0.565845      -78.5746       872.814   150.2477754     2.4421497   150.2477907     2.4421344    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN17_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN18      0.218185       1.27285      0.573542      -78.8327       872.814   150.1037046     2.6657719   150.1037199     2.6657567    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN18_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN19      0.198654       1.29122      0.563494      -78.5753       872.814   150.2856254     2.0145858   150.2856407     2.0145706    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN19_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN1     0.0621664       1.26585      0.566253        -79.12       872.814   150.0522379     2.3692664   150.0522532     2.3692511    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN1_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN20      0.212033       1.28521      0.561476      -78.3684       872.814   149.9815754     2.3150053   149.9815907     2.3149900    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN20_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                  CS_AGN21      0.214707        1.2896       0.56511      -78.2309       872.814   149.8825171     2.5051303   149.8825324     2.5051150    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN21_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN2      0.120538       1.25541       0.55964      -79.4111       872.814   150.1926171     2.2198442   150.1926324     2.2198289    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN2_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN3       0.20616        1.2387      0.571123        -79.47       872.814   150.2107546     2.3914692   150.2107699     2.3914539    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN3_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN4      0.204079       1.24342      0.571169      -79.4196       872.814   150.1521671     2.3078525   150.1521824     2.3078372    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN4_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN5      0.219382       1.25509       0.56741      -79.8943       872.814   150.0105671     2.2693831   150.0105824     2.2693678    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN5_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN6      0.208961       1.25189      0.570256      -79.4544       872.814   150.0200754     2.3536469   150.0200907     2.3536317    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN6_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN7      0.195141       1.25551      0.571053      -79.3249       872.814   150.0759963     2.2642886   150.0760115     2.2642733    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN7_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    1    1    1                   CS_AGN8      0.214397       1.25461       0.56856      -79.5821       872.814   150.0155879     2.4421608   150.0156032     2.4421456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN8_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00884.S    1    1    1                   CS_AGN9      0.198743       1.25594      0.572468      -79.0547       872.814   150.0634546     2.4219192   150.0634699     2.4219039    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB1_GB1_MB1_CS_AGN9_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN22      0.138769       1.06829      0.557337      -87.2434       872.814   150.0110462     2.3676608   150.0110615     2.3676456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN22_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN23      0.134679       1.06761      0.556896      -87.2651       872.814   150.1800046     2.2312803   150.1800199     2.2312650    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN23_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN24      0.128111        1.0699      0.556687      -87.1642       872.814   150.0746046     2.3020608   150.0746199     2.3020456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN24_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN25      0.138359       1.07019      0.557017      -87.1246       872.814   150.2252546     2.3512192   150.2252699     2.3512039    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN25_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN26      0.138461       1.07271      0.557104       -86.877       872.814   150.0272546     2.4347192   150.0272699     2.4347039    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN26_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN27       0.13693       1.07279      0.556846       -86.871       872.814   150.0368171     2.2577719   150.0368324     2.2577567    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN27_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN28      0.135804       1.07327      0.555971      -86.8588       872.814   150.0106879     2.3329636   150.0107032     2.3329483    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN28_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN29      0.130876       1.07474      0.556824      -86.6823       872.814   150.0645462     2.3290469   150.0645615     2.3290317    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN29_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN30      0.132965       1.07752       0.55624       -86.704       872.814   150.0915379     2.3990747   150.0915532     2.3990594    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN30_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN31      0.134619       1.07325        0.5559      -86.7956       872.814   150.3437171     2.1406636   150.3437324     2.1406483    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN31_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN32      0.136459       1.07734      0.557025      -86.5329       872.814   150.0426171     2.0632858   150.0426324     2.0632706    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN32_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN33      0.132701       1.07919      0.556794      -86.4021       872.814   150.0589171     2.0151747   150.0589324     2.0151594    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN33_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN34      0.127915       1.08243       0.55599      -86.3272       872.814   150.0025254     2.2586247   150.0025407     2.2586094    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN34_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN35      0.136695       1.08176      0.557021      -86.2716       872.814   150.1019962     2.1054858   150.1020115     2.1054706    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN35_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN36      0.139592       1.08767      0.556606        -86.16       872.814   149.8546879     2.6069331   149.8547032     2.6069178    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN36_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    2    1    1                  CS_AGN37      0.136678       1.08183      0.555228      -86.4207       872.814   150.2163379     1.9887331   150.2163532     1.9887178    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN37_sci.spw0_1_2_3.cont.I.image.fits
v   2013.1.00884.S    2    1    1                  CS_AGN38      0.132711        1.0883      0.557375      -85.8618       872.814   149.8758546     2.6902775   149.8758699     2.6902622    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB2_GB1_MB1_CS_AGN38_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN39     0.0944626       1.04503      0.547582      -88.3215       872.814   150.1865462     2.4553275   150.1865615     2.4553122    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN39_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN40     0.0971156       1.04811      0.546455      -88.1108       872.814   150.0965171     2.2930831   150.0965324     2.2930678    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN40_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN41     0.0977182       1.04721      0.546991      -88.3588       872.814   150.1195879     2.2959053   150.1196032     2.2958900    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN41_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN42      0.101125       1.04498      0.546401       -88.268       872.814   150.0328963     2.4585914   150.0329115     2.4585761    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN42_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN43     0.0996653       1.04962      0.547179      -87.9859       872.814   150.2190754     2.2786608   150.2190907     2.2786456    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN43_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN44     0.0929316       1.04869      0.547281      -87.9016       872.814   150.2317879     2.3640025   150.2318032     2.3639872    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN44_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN45     0.0961963       1.04903      0.545491      -87.8378       872.814   150.1047546     2.2436414   150.1047699     2.2436261    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN45_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN46      0.100751       1.04808      0.545893      -87.8009       872.814   150.0367754     2.3585164   150.0367907     2.3585011    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN46_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN47     0.0960195       1.05127       0.54676      -87.5577       872.814   150.1330379     2.3032803   150.1330532     2.3032650    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN47_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN48     0.0955035       1.05063      0.545919      -87.5347       872.814   150.0198462     2.3491386   150.0198615     2.3491233    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN48_sci.spw0_1_2_3.cont.I.image.fits
    2013.1.00884.S    3    1    1                  CS_AGN49     0.0968209       1.05355       0.54564      -87.5513       872.814   150.3736379     2.1120303   150.3736532     2.1120150    28.050    28.050       256       256   0.10957   0.10957     2013.1.00884.S_SB3_GB1_MB1_CS_AGN49_sci.spw0_1_2_3.cont.I.image.fits
