#          project   SB   GB   MB                    source           rms      beam_maj      beam_min       beam_PA    wavelength        obs_ra       obs_dec        cen_ra       cen_dec    FoV_ra   FoV_dec    NAXIS1    NAXIS2    PIXSC1    PIXSC2                       OBS_DATE     image_file
# 
    2015.1.00137.S    6    1    1                   z23_111      0.142422      0.718536      0.541754      -56.6717       872.687   150.1039600     2.1864100   150.1039725     2.1863975    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:29:17.424000     2015.1.00137.S_SB6_GB1_MB1_z23_111_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_112      0.145866       0.72394      0.543687      -56.5029       872.687   149.7487300     2.2348800   149.7487425     2.2348675    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:29:49.199999     2015.1.00137.S_SB6_GB1_MB1_z23_112_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_113      0.147655      0.723011      0.539659      -56.9427       872.687   149.6880800     2.2418800   149.6880925     2.2418675    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:30:20.975999     2015.1.00137.S_SB6_GB1_MB1_z23_113_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_114      0.143054      0.720149      0.540488      -57.3311       872.687   149.9723200     1.7141200   149.9723325     1.7141075    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:30:52.752000     2015.1.00137.S_SB6_GB1_MB1_z23_114_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_115      0.142397      0.719212      0.541367       -56.693       872.687   150.3221900     2.1756600   150.3222025     2.1756475    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:31:24.528000     2015.1.00137.S_SB6_GB1_MB1_z23_115_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_116      0.149086      0.722336      0.542074      -56.7158        872.69   150.5399300     2.5586300   150.5399425     2.5586175    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:31:56.304000     2015.1.00137.S_SB6_GB1_MB1_z23_116_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_117      0.147774      0.723214      0.540654      -56.3562        872.69   150.4327400     2.6738900   150.4327525     2.6738775    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:32:28.080000     2015.1.00137.S_SB6_GB1_MB1_z23_117_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_118      0.156846       0.73101      0.539585      -57.5227       872.687   149.6309800     2.4065200   149.6309925     2.4065075    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:32:59.856000     2015.1.00137.S_SB6_GB1_MB1_z23_118_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_119      0.150954      0.722716      0.541389      -57.1389        872.69   150.6488500     2.0554900   150.6488625     2.0554775    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:33:31.632000     2015.1.00137.S_SB6_GB1_MB1_z23_119_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_120      0.144287      0.727915      0.542014      -56.5783        872.69   150.4646600     2.6526500   150.4646725     2.6526375    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:34:03.408000     2015.1.00137.S_SB6_GB1_MB1_z23_120_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_121      0.143596      0.729615      0.540448      -57.0139       872.687   150.3933700     2.3607200   150.3933825     2.3607075    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:36:44.496000     2015.1.00137.S_SB6_GB1_MB1_z23_121_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_122      0.148188      0.731418      0.539171      -57.5499       872.687   149.8875000     1.5902778   149.8875125     1.5902653    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:37:16.271999     2015.1.00137.S_SB6_GB1_MB1_z23_122_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_123      0.145523      0.731659      0.539387      -57.5313       872.687   149.8416667     1.5727778   149.8416792     1.5727653    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:37:48.047999     2015.1.00137.S_SB6_GB1_MB1_z23_123_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_124      0.145843      0.742039      0.539705      -56.9564       872.687   149.5708333     2.5008333   149.5708458     2.5008208    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:38:19.824001     2015.1.00137.S_SB6_GB1_MB1_z23_124_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_125      0.146227      0.734884      0.540701      -56.8776       872.687   150.4250000     2.4605556   150.4250125     2.4605431    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:38:51.600001     2015.1.00137.S_SB6_GB1_MB1_z23_125_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_126      0.151344      0.732973      0.539495      -57.6286       872.687   150.2625000     1.7775000   150.2625125     1.7774875    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:39:23.376001     2015.1.00137.S_SB6_GB1_MB1_z23_126_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_127      0.150946      0.738724      0.540017      -56.7969       872.687   150.2833333     2.8213889   150.2833458     2.8213764    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:39:55.152001     2015.1.00137.S_SB6_GB1_MB1_z23_127_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_128      0.145157      0.741068      0.538523      -57.6232       872.687   149.6208333     2.1811111   149.6208458     2.1810986    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:40:26.928000     2015.1.00137.S_SB6_GB1_MB1_z23_128_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_129      0.153976      0.739022      0.538489      -57.0564       872.687   150.2375000     2.5077778   150.2375125     2.5077653    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:40:58.704000     2015.1.00137.S_SB6_GB1_MB1_z23_129_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_130      0.149432      0.741992      0.539561      -57.4165       872.687   149.8750000     2.3816667   149.8750125     2.3816542    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:41:30.479998     2015.1.00137.S_SB6_GB1_MB1_z23_130_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_131       0.14752      0.742024       0.53678       -57.838       872.687   149.8625000     1.8413889   149.8625125     1.8413764    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:43:18.672000     2015.1.00137.S_SB6_GB1_MB1_z23_131_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_132      0.150935      0.743313      0.537307      -57.0374        872.69   150.4583333     2.6627778   150.4583458     2.6627653    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:43:50.448000     2015.1.00137.S_SB6_GB1_MB1_z23_132_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_133      0.150582      0.744468      0.535131      -57.8461       872.687   149.5958333     2.0711111   149.5958458     2.0710986    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:44:22.224000     2015.1.00137.S_SB6_GB1_MB1_z23_133_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_134      0.152244      0.743185      0.537245      -57.2621       872.687   150.4458333     2.4130556   150.4458458     2.4130431    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:44:54.000000     2015.1.00137.S_SB6_GB1_MB1_z23_134_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_135      0.159456      0.752079      0.537944      -57.5958       872.687   149.4583333     2.2766667   149.4583458     2.2766542    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:45:25.775999     2015.1.00137.S_SB6_GB1_MB1_z23_135_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_136      0.154565      0.755435      0.535452       -57.119       872.687   149.6541667     2.7197222   149.6541792     2.7197097    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:45:57.552000     2015.1.00137.S_SB6_GB1_MB1_z23_136_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_137      0.159866      0.745743      0.537411       -57.733       872.687   150.2958333     1.8930556   150.2958458     1.8930431    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:46:29.424001     2015.1.00137.S_SB6_GB1_MB1_z23_137_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_138      0.155185      0.753455       0.53655      -57.8963       872.687   149.6541667     2.1072222   149.6541792     2.1072097    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:47:01.200000     2015.1.00137.S_SB6_GB1_MB1_z23_138_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_139      0.151856      0.747861      0.536251        -57.97        872.69   150.4833333     1.9152778   150.4833458     1.9152653    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:47:32.976000     2015.1.00137.S_SB6_GB1_MB1_z23_139_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_140      0.150906      0.756431      0.535486      -57.8796       872.687   149.5958333     2.0541667   149.5958458     2.0541542    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:48:04.752000     2015.1.00137.S_SB6_GB1_MB1_z23_140_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_141      0.150666      0.759019      0.533579      -57.9037       872.687   149.5666667     2.2194444   149.5666792     2.2194319    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:50:42.096000     2015.1.00137.S_SB6_GB1_MB1_z23_141_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_142      0.157466      0.749879      0.534603      -58.2386        872.69   150.5000000     1.6141667   150.5000125     1.6141542    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:51:14.016000     2015.1.00137.S_SB6_GB1_MB1_z23_142_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_143      0.155895      0.758386      0.534094      -58.4399       872.687   149.5208333     1.7038889   149.5208458     1.7038764    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:51:45.791999     2015.1.00137.S_SB6_GB1_MB1_z23_143_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_144      0.152603      0.756318      0.534478      -57.2768        872.69   150.5916667     2.8013889   150.5916792     2.8013764    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:52:17.999999     2015.1.00137.S_SB6_GB1_MB1_z23_144_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_145      0.150634      0.756459      0.532953      -57.9652       872.687   150.2875000     2.0147222   150.2875125     2.0147097    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:52:49.776000     2015.1.00137.S_SB6_GB1_MB1_z23_145_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_146      0.160505      0.760118      0.532868       -58.561       872.687   149.8250000     2.2283333   149.8250125     2.2283208    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:53:21.552000     2015.1.00137.S_SB6_GB1_MB1_z23_146_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_147       0.15665      0.760768      0.534016      -58.2174       872.687   149.9875000     1.9325000   149.9875125     1.9324875    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:53:53.328000     2015.1.00137.S_SB6_GB1_MB1_z23_147_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_148      0.155417      0.762522      0.533205      -58.0467       872.687   150.0458333     2.2011111   150.0458458     2.2010986    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:54:25.104000     2015.1.00137.S_SB6_GB1_MB1_z23_148_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_149      0.148062      0.764767      0.533007      -58.3869       872.687   149.9333333     1.9455556   149.9333458     1.9455431    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:54:56.880000     2015.1.00137.S_SB6_GB1_MB1_z23_149_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00137.S    6    1    1                   z23_150      0.154022      0.764221      0.533541      -58.1224       872.687   150.4416667     2.2441667   150.4416792     2.2441542    28.710    28.710       320       320   0.08972   0.08972     2016-04-11T02:55:28.656000     2015.1.00137.S_SB6_GB1_MB1_z23_150_sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _11820_     0.0818733      0.765902      0.718684       71.9269       1157.28   150.6312500     1.8060389   150.6312653     1.8060236    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:19:54.864000     2015.1.00260.S_SB1_GB1_MB1__11820__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _13250_     0.0826168      0.763851      0.721464       76.3455       1157.28   150.1765000     1.9552306   150.1765153     1.9552153    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:24:38.736000     2015.1.00260.S_SB1_GB1_MB1__13250__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _18382_      0.081511      0.777944      0.712289       61.3436       1157.28   150.3239167     2.4208111   150.3239320     2.4207958    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:00:31.872001     2015.1.00260.S_SB1_GB1_MB1__18382__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _18911_     0.0876426       0.77649      0.713783       61.7523       1157.28   150.0482083     2.4676694   150.0482236     2.4676542    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:01:25.824000     2015.1.00260.S_SB1_GB1_MB1__18911__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _21060_     0.0833531      0.780562      0.711263       60.0917       1157.28   150.1247500     2.6686194   150.1247653     2.6686042    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:56:56.064000     2015.1.00260.S_SB1_GB1_MB1__21060__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                    _2612_     0.0874547      0.764352      0.721243       73.5057       1157.28   150.0545417     1.9662611   150.0545570     1.9662458    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:20:49.152001     2015.1.00260.S_SB1_GB1_MB1__2612__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _26885_     0.0869612      0.777275      0.709548       62.1092       1157.28   150.0771250     1.8752694   150.0771403     1.8752542    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:58:43.968000     2015.1.00260.S_SB1_GB1_MB1__26885__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _26925_     0.0861009      0.772687      0.713799       64.1925       1157.28   150.4635000     1.8833111   150.4635153     1.8832958    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:07:14.016000     2015.1.00260.S_SB1_GB1_MB1__26925__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _30694_     0.0859566      0.767566      0.719969       66.3622       1157.28   149.6602500     2.4109889   149.6602653     2.4109736    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:11:44.064000     2015.1.00260.S_SB1_GB1_MB1__30694__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _32303_     0.0849744         0.782      0.709773       59.4505       1157.28   150.1256667     2.6212806   150.1256820     2.6212653    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:54:54.720000     2015.1.00260.S_SB1_GB1_MB1__32303__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _35466_     0.0863797      0.774788      0.711744       64.8217       1157.28   150.2771667     1.7574500   150.2771820     1.7574347    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:03:14.447999     2015.1.00260.S_SB1_GB1_MB1__35466__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _35469_     0.0855056      0.769166      0.715198       67.0071       1157.28   150.1766250     1.7595111   150.1766403     1.7594958    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:10:49.824000     2015.1.00260.S_SB1_GB1_MB1__35469__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36053_     0.0859315      0.766769      0.716904       68.9791       1157.28   149.6856667     1.9198611   149.6856820     1.9198458    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:12:38.016000     2015.1.00260.S_SB1_GB1_MB1__36053__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36773_     0.0806785      0.771966      0.715161       64.6758       1157.28   150.4848333     2.0825611   150.4848486     2.0825458    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:09:01.920000     2015.1.00260.S_SB1_GB1_MB1__36773__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _36945_     0.0855223      0.766665      0.719096        69.011       1157.28   150.1955000     2.1240389   150.1955153     2.1240236    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:16:18.048001     2015.1.00260.S_SB1_GB1_MB1__36945__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _37250_     0.0854509       0.76329      0.723182       76.7006       1157.28   149.6181250     2.1934611   149.6181403     2.1934458    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:22:49.200000     2015.1.00260.S_SB1_GB1_MB1__37250__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _37508_     0.0866661      0.785931      0.704883       59.9093       1157.28   150.3895417     2.2558500   150.3895570     2.2558347    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:50:24.719999     2015.1.00260.S_SB1_GB1_MB1__37508__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _38053_     0.0849811      0.766913      0.720031       68.2046       1157.28   150.5568333     2.3914000   150.5568486     2.3913847    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:17:12.000000     2015.1.00260.S_SB1_GB1_MB1__38053__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _41458_      0.087556      0.783052      0.708076       59.7778       1157.28   150.2231667     2.6903806   150.2231820     2.6903653    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:53:06.624000     2015.1.00260.S_SB1_GB1_MB1__41458__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                    _4149_     0.0832552      0.778433       0.70993       61.3882       1157.28   150.5279583     2.2275194   150.5279736     2.2275042    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:59:37.920000     2015.1.00260.S_SB1_GB1_MB1__4149__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                    _4233_      0.089482      0.770751      0.715406       62.8158       1157.28   150.3973333     2.2408806   150.3973486     2.2408653    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:08:07.968001     2015.1.00260.S_SB1_GB1_MB1__4233__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _43380_     0.0832836      0.783782       0.70535       60.8565       1157.28   149.7557083     1.9722389   149.7557236     1.9722236    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:49:30.480000     2015.1.00260.S_SB1_GB1_MB1__43380__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _44641_     0.0821061      0.765192      0.723339       72.5878       1157.28   150.6585417     2.3178583   150.6585570     2.3178431    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:23:44.592000     2015.1.00260.S_SB1_GB1_MB1__44641__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _44655_      0.084698      0.785211      0.705251       59.7313       1157.28   150.6096667     2.3231500   150.6096820     2.3231347    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:52:12.624000     2015.1.00260.S_SB1_GB1_MB1__44655__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _46327_     0.0849202      0.778868      0.713487       60.1316       1157.28   149.8702083     2.8367000   149.8702236     2.8366847    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:57:50.016000     2015.1.00260.S_SB1_GB1_MB1__46327__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _48315_     0.0842605      0.785776      0.707013       59.7187       1157.28   150.3766250     2.4594889   150.3766403     2.4594736    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:51:18.672000     2015.1.00260.S_SB1_GB1_MB1__48315__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _48881_      0.085632      0.765484      0.719626       73.5745       1157.28   149.7842500     1.9127194   149.7842653     1.9127042    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:18:59.904000     2015.1.00260.S_SB1_GB1_MB1__48881__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _51399_      0.083845      0.765188      0.718589       72.5885       1157.28   150.2082083     1.8753500   150.2082236     1.8753347    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:18:05.951999     2015.1.00260.S_SB1_GB1_MB1__51399__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                   _51599_     0.0846144       0.77391      0.713966         63.34       1157.28   149.5984583     2.2004611   149.5984736     2.2004458    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:02:19.776000     2015.1.00260.S_SB1_GB1_MB1__51599__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                     _558_     0.0850495       0.76968      0.713019       67.1909       1157.28   150.3072500     1.5781889   150.3072653     1.5781736    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:09:55.872000     2015.1.00260.S_SB1_GB1_MB1__558__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                     _818_     0.0825936      0.774314      0.711261       63.8773       1157.28   150.6838333     1.6405389   150.6838486     1.6405236    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T02:06:20.064000     2015.1.00260.S_SB1_GB1_MB1__818__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    1    1    1                    _9942_      0.085756      0.779811      0.706994       62.6273       1157.28   149.8422083     1.6051306   149.8422236     1.6051153    38.390    38.390       350       350   0.10969   0.10969     2016-03-27T01:54:00.720001     2015.1.00260.S_SB1_GB1_MB1__9942__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _12376_     0.0926183      0.877796      0.718317      -64.5404       1207.47   150.4898750     1.8680694   150.4898903     1.8680542    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:30:41.808000     2015.1.00260.S_SB2_GB1_MB1__12376__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _13205_     0.0904376      0.871347      0.719841      -64.7444       1207.47   150.5748333     1.9478611   150.5748486     1.9478458    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:27:24.048000     2015.1.00260.S_SB2_GB1_MB1__13205__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _13486_     0.0884964       0.89794       0.71517      -63.8305       1207.47   149.6983750     1.9729500   149.6983903     1.9729347    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:37:10.800000     2015.1.00260.S_SB2_GB1_MB1__13486__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _13801_     0.0922372       0.89762      0.715296      -63.8063       1207.47   149.8655833     2.0030694   149.8655986     2.0030542    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:37:42.576000     2015.1.00260.S_SB2_GB1_MB1__13801__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _13854_     0.0934389      0.872754      0.720189      -64.3518       1207.47   150.6371250     2.0076694   150.6371403     2.0076542    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:27:55.824000     2015.1.00260.S_SB2_GB1_MB1__13854__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _14306_     0.0908348      0.894234      0.714718      -63.9935       1207.47   149.7036667     2.0571389   149.7036820     2.0571236    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:35:28.656000     2015.1.00260.S_SB2_GB1_MB1__14306__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _17423_     0.0922599      0.880874      0.719935      -63.6738       1207.47   150.2401250     2.3532889   150.2401403     2.3532736    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:30:10.032000     2015.1.00260.S_SB2_GB1_MB1__17423__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _18538_     0.0900836      0.876133      0.720856      -63.8905       1207.47   150.1264167     2.4328500   150.1264320     2.4328347    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:26:52.272000     2015.1.00260.S_SB2_GB1_MB1__18538__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _19021_     0.0934435      0.891006      0.718147      -63.8072       1207.47   150.0587917     2.4773889   150.0588070     2.4773736    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:33:21.168000     2015.1.00260.S_SB2_GB1_MB1__19021__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _19403_     0.0964355      0.902928      0.714937       -63.331       1207.47   150.0689167     2.5186806   150.0689320     2.5186653    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:38:46.128000     2015.1.00260.S_SB2_GB1_MB1__19403__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _20108_     0.0895592      0.870491      0.722696      -63.5742       1207.47   150.1507500     2.5838111   150.1507653     2.5837958    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:23:38.496001     2015.1.00260.S_SB2_GB1_MB1__20108__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _20556_     0.0907308      0.873552      0.720905      -63.4812       1207.47   150.0475833     2.6212000   150.0475986     2.6211847    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:25:48.528000     2015.1.00260.S_SB2_GB1_MB1__20556__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _21820_     0.0928952      0.870233       0.72309      -63.5615       1207.47   150.6360000     2.7441694   150.6360153     2.7441542    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:25:16.559999     2015.1.00260.S_SB2_GB1_MB1__21820__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                   _21891_     0.0893748      0.892819      0.719552      -62.1642       1207.47   149.9991667     2.7536194   149.9991820     2.7536042    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:33:52.944000     2015.1.00260.S_SB2_GB1_MB1__21891__sci.spw0_1_2_3.cont.I.image.fits
    2015.1.00260.S    2    1    1                    _2299_     0.0914904      0.865159      0.719834      -65.1955       1207.47   150.5640000     1.9014806   150.5640153     1.9014653    41.470    41.470       378       378   0.10971   0.10971     2016-03-23T03:24:10.272000     2015.1.00260.S_SB2_GB1_MB1__2299__sci.spw0_1_2_3.cont.I.image.fits
